Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,GBP_MSRP,USD_MSRP,CAD_MSRP,EUR_MSRP,Packaging,Availability
5004736,City_Space_Port_Starter_&_Shuttle_Collection,2015,City,Virtual_Product_Collection,262,NA,http://images.brickset.com/sets/images/5004736-1.jpg,NA,34.98,42.98,NA,Box,LEGO_exclusive
5004737,Deep_Sea_Explorers_Collection,2015,City,Virtual_Product_Collection,430,NA,http://images.brickset.com/sets/images/5004737-1.jpg,NA,56.98,68.98,NA,Box,LEGO_exclusive
5004809,Friends_Pop_Star_Collection,2015,Friends,Virtual_Product_Collection,NA,NA,http://images.brickset.com/sets/images/5004809-1.jpg,NA,109.96,137.96,NA,Not_specified,Not_specified
5004815,Marvel_Super_Heroes_Collection,2015,Marvel_Super_Heroes,VIrtual_Product_Collection,NA,NA,http://images.brickset.com/sets/images/5004815-1.jpg,NA,52.98,65.98,NA,Not_specified,Not_specified
5004816,Super_Heroes_DC_Collection,2015,DC_Comics_Super_Heroes,,NA,NA,http://images.brickset.com/sets/images/5004816-1.jpg,NA,149.98,189.98,NA,Not_specified,Not_specified
5004817,Ninjago_Collection,2015,Ninjago,Virtual_Product_Collection,NA,NA,http://images.brickset.com/sets/images/5004817-1.jpg,NA,189.98,239.98,NA,Not_specified,Not_specified
5004818,Minecraft_Collection,2015,Minecraft,Virtual_Product_Collection,NA,NA,http://images.brickset.com/sets/images/5004818-1.jpg,NA,194.96,244.96,NA,Not_specified,Not_specified
5004819,Elves_Collection,2015,Elves,Virtual_Product_Collection,NA,NA,http://images.brickset.com/sets/images/5004819-1.jpg,NA,119.98,149.98,NA,Not_specified,Not_specified
5004820,Doc_McStuffins_Collection,2015,Duplo,Virtual_Product_Collection,NA,NA,http://images.brickset.com/sets/images/5004820-1.jpg,NA,49.98,59.98,NA,Not_specified,Not_specified
60065,ATV_Patrol,2015,City,Swamp_Police,59,2,http://images.brickset.com/sets/images/60065-1.jpg,4.99,6.99,8.99,5.99,Box,Retail
60066,Swamp_Police_Starter_Set,2015,City,Swamp_Police,78,4,http://images.brickset.com/sets/images/60066-1.jpg,8.99,9.99,12.99,9.99,Box,Retail
60067,Helicopter_Pursuit,2015,City,Swamp_Police,253,3,http://images.brickset.com/sets/images/60067-1.jpg,24.99,39.99,49.99,29.99,Box,Retail
60068,Crooks'_Hideout,2015,City,Swamp_Police,473,5,http://images.brickset.com/sets/images/60068-1.jpg,39.99,69.99,89.99,49.99,Box,Retail
60069,Swamp_Police_Station,2015,City,Swamp_Police,707,6,http://images.brickset.com/sets/images/60069-1.jpg,59.99,89.99,109.99,69.99,Box,Retail
60070,Water_Plane_Chase,2015,City,Swamp_Police,263,2,http://images.brickset.com/sets/images/60070-1.jpg,24.99,29.99,39.99,29.99,Box,Retail_-_limited
60071,Hovercraft_Arrest,2015,City,Swamp_Police,331,3,http://images.brickset.com/sets/images/60071-1.jpg,34.99,44.99,59.99,39.99,Box,Retail_-_limited
60072,Demolition_Starter_Set,2015,City,Construction,85,4,http://images.brickset.com/sets/images/60072-1.jpg,8.99,9.99,12.99,9.99,Box,Retail
60073,Service_Truck,2015,City,Construction,233,2,http://images.brickset.com/sets/images/60073-1.jpg,17.99,24.99,29.99,19.99,Box,Retail
60074,Bulldozer,2015,City,Construction,384,2,http://images.brickset.com/sets/images/60074-1.jpg,24.99,39.99,49.99,29.99,Box,Retail
60075,Excavator_and_Truck,2015,City,Construction,311,2,http://images.brickset.com/sets/images/60075-1.jpg,34.99,49.99,59.99,39.99,Box,Retail
60076,Demolition_Site,2015,City,Construction,776,5,http://images.brickset.com/sets/images/60076-1.jpg,59.99,89.99,109.99,69.99,Box,Retail
60077,Space_Starter_Set,2015,City,Space_Port,107,4,http://images.brickset.com/sets/images/60077-1.jpg,8.99,9.99,12.99,9.99,Box,Retail
60078,Utility_Shuttle,2015,City,Space_Port,155,2,http://images.brickset.com/sets/images/60078-1.jpg,17.99,24.99,29.99,19.99,Box,Retail
60079,Training_Jet_Transporter,2015,City,Space_Port,448,3,http://images.brickset.com/sets/images/60079-1.jpg,39.99,49.99,59.99,49.99,Box,Retail
60080,Spaceport,2015,City,Space_Port,586,5,http://images.brickset.com/sets/images/60080-1.jpg,69.99,119.99,149.99,89.99,Box,Retail
60081,Pickup_Tow_Truck,2015,City,Traffic,209,2,http://images.brickset.com/sets/images/60081-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
60082,Dune_Buggy_Trailer,2015,City,Traffic,222,2,http://images.brickset.com/sets/images/60082-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
60083,Snowplough_Truck,2015,City,Traffic,196,1,http://images.brickset.com/sets/images/60083-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
60084,Racing_Bike_Transporter,2015,City,Traffic,178,2,http://images.brickset.com/sets/images/60084-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
60085,4x4_with_Powerboat,2015,City,Traffic,301,2,http://images.brickset.com/sets/images/60085-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
60086,LEGO_City_Starter_Set,2015,City,Traffic,242,5,http://images.brickset.com/sets/images/60086-1.jpg,19.99,29.99,39.99,24.99,Box,Retail
60088,Fire_Starter_Set,2015,City,Fire,92,4,http://images.brickset.com/sets/images/60088-1.jpg,8.99,9.99,12.99,9.99,Box,Retail
60090,Deep_Sea_Scuba_Scooter,2015,City,Deep_Sea_Explorers,42,1,http://images.brickset.com/sets/images/60090-1.jpg,4.99,6.99,8.99,5.99,Box,Retail
60091,Deep_Sea_Starter_Set,2015,City,Deep_Sea_Explorers,90,3,http://images.brickset.com/sets/images/60091-1.jpg,8.99,9.99,12.99,9.99,Box,Retail
60092,Deep_Sea_Submarine,2015,City,Deep_Sea_Explorers,274,3,http://images.brickset.com/sets/images/60092-1.jpg,24.99,39.99,49.99,29.99,Box,Retail
60093,Deep_Sea_Helicopter,2015,City,Deep_Sea_Explorers,388,3,http://images.brickset.com/sets/images/60093-1.jpg,39.99,49.99,59.99,49.99,Box,Retail
60095,Deep_Sea_Exploration_Vessel,2015,City,Deep_Sea_Explorers,717,7,http://images.brickset.com/sets/images/60095-1.jpg,79.99,119.99,149.99,99.99,Box,Retail
60096,Deep_Sea_Operation_Base,2015,City,Deep_Sea_Explorers,907,NA,http://images.brickset.com/sets/images/60096-1.jpg,69.99,99.99,129.99,79.99,Box,Retail_-_limited
60097,City_Square,2015,City,Traffic,1683,14,http://images.brickset.com/sets/images/60097-1.jpg,139.99,189.99,229.99,169.99,Box,Retail
60098,Heavy-Haul_Train,2015,City,Trains,984,5,http://images.brickset.com/sets/images/60098-1.jpg,139.99,199.99,239.99,159.99,Box,Retail_-_limited
60099,City_Advent_Calendar,2015,City,Seasonal,278,NA,http://images.brickset.com/sets/images/60099-1.jpg,19.99,29.99,39.99,19.99,Box,Retail
70166,Spyclops_Infiltration,2015,Ultra_Agents,,109,2,http://images.brickset.com/sets/images/70166-1.jpg,9.99,9.99,12.99,6.99,Box,Retail
70167,Invizable_Gold_Getaway,2015,Ultra_Agents,,237,2,http://images.brickset.com/sets/images/70167-1.jpg,17.99,19.99,24.99,13.99,Box,Retail
70168,Drillex_Diamond_Job,2015,Ultra_Agents,,312,2,http://images.brickset.com/sets/images/70168-1.jpg,24.99,29.99,39.99,17.49,Box,Retail
70169,Agent_Stealth_Patrol,2015,Ultra_Agents,,475,4,http://images.brickset.com/sets/images/70169-1.jpg,39.99,49.99,59.99,34.99,Box,Retail
70170,UltraCopter_vs._AntiMatter,2015,Ultra_Agents,,614,4,http://images.brickset.com/sets/images/70170-1.jpg,59.99,79.99,99.99,48.99,Box,Retail
70171,Ultrasonic_Showdown,2015,Ultra_Agents,,187,2,http://images.brickset.com/sets/images/70171-1.jpg,NA,19.99,NA,NA,Box,Retail
70172,AntiMatter's_Portal_Hideout,2015,Ultra_Agents,,475,4,http://images.brickset.com/sets/images/70172-1.jpg,NA,69.99,NA,NA,Box,Retail
70173,Ultra_Agents_Ocean_HQ,2015,Ultra_Agents,,1204,5,http://images.brickset.com/sets/images/70173-1.jpg,NA,99.99,NA,NA,Box,Retail
70220,Strainor's_Saber_Cycle,2015,Legends_of_Chima,,161,2,http://images.brickset.com/sets/images/70220-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
70221,Flinx's_Ultimate_Phoenix,2015,Legends_of_Chima,,172,2,http://images.brickset.com/sets/images/70221-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
70222,Tormak's_Shadow_Blazer,2015,Legends_of_Chima,,311,3,http://images.brickset.com/sets/images/70222-1.jpg,29.99,29.99,39.99,34.99,Box,Retail
70223,Icebite's_Claw_Driller,2015,Legends_of_Chima,,629,4,http://images.brickset.com/sets/images/70223-1.jpg,39.99,49.99,59.99,34.99,Box,Retail
70224,Tiger's_Mobile_Command,2015,Legends_of_Chima,,712,6,http://images.brickset.com/sets/images/70224-1.jpg,59.99,79.99,99.99,69.99,Box,Retail
70225,Bladvic's_Rumble_Bear,2015,Legends_of_Chima,,415,3,http://images.brickset.com/sets/images/70225-1.jpg,34.99,39.99,49.99,39.99,Box,Retail
70226,Mammoth's_Frozen_Stronghold,2015,Legends_of_Chima,,621,5,http://images.brickset.com/sets/images/70226-1.jpg,49.99,59.99,74.99,64.99,Box,Retail
70227,King_Crominus'_Rescue,2015,Legends_of_Chima,,863,6,http://images.brickset.com/sets/images/70227-1.jpg,69.99,89.99,109.99,79.99,Box,Retail
70228,Vultrix's_Sky_Scavenger,2015,Legends_of_Chima,,480,3,http://images.brickset.com/sets/images/70228-1.jpg,34.99,39.99,49.99,39.99,Box,Retail
70229,_Lion_Tribe_Pack,2015,Legends_of_Chima,,78,3,http://images.brickset.com/sets/images/70229-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
70230,Ice_Bear_Tribe_Pack,2015,Legends_of_Chima,,75,3,http://images.brickset.com/sets/images/70230-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
70231,Crocodile_Tribe_Pack,2015,Legends_of_Chima,,72,3,http://images.brickset.com/sets/images/70231-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
70232,Saber_Tooth_Tiger_Tribe_Pack,2015,Legends_of_Chima,,74,3,http://images.brickset.com/sets/images/70232-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
70409,Shipwreck_Defence,2015,Pirates,,84,2,http://images.brickset.com/sets/images/70409-1.jpg,8.99,12.99,15.99,9.99,Box,Retail
70410,Soldiers_Outpost,2015,Pirates,,164,3,http://images.brickset.com/sets/images/70410-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
70411,Treasure_Island,2015,Pirates,,181,3,http://images.brickset.com/sets/images/70411-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
70412,Soldiers_Fort,2015,Pirates,,234,5,http://images.brickset.com/sets/images/70412-1.jpg,29.99,29.99,39.99,34.99,Box,Retail
70413,The_Brick_Bounty,2015,Pirates,,745,7,http://images.brickset.com/sets/images/70413-1.jpg,79.99,99.99,119.99,99.99,Box,Retail
70730,Chain_Cycle_Ambush,2015,Ninjago,,298,NA,http://images.brickset.com/sets/images/70730-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
70731,Jay_Walker_One,2015,Ninjago,,386,NA,http://images.brickset.com/sets/images/70731-1.jpg,29.99,39.99,49.99,39.99,Box,Retail
70732,City_of_Stiix,2015,Ninjago,,1069,8,http://images.brickset.com/sets/images/70732-1.jpg,89.99,99.99,129.99,99.99,Box,Retail
70733,_Blaster_Bike,2015,Ninjago,,212,2,http://images.brickset.com/sets/images/70733-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
70734,Master_Wu_Dragon,2015,Ninjago,,575,5,http://images.brickset.com/sets/images/70734-1.jpg,34.99,39.99,49.99,49.99,Box,Retail
70735,Ronin_R.E.X.,2015,Ninjago,,547,NA,http://images.brickset.com/sets/images/70735-1.jpg,39.99,49.99,59.99,49.99,Box,Retail
70736,Attack_of_the_Morro_Dragon,2015,Ninjago,,658,6,http://images.brickset.com/sets/images/70736-1.jpg,59.99,69.99,89.99,69.99,Box,Retail
70737,Titan_Mech_Battle,2015,Ninjago,,754,5,http://images.brickset.com/sets/images/70737-1.jpg,39.99,59.99,74.99,54.99,Box,Retail
70738,Final_Flight_of_Destiny's_Bounty,2015,Ninjago,,1253,9,http://images.brickset.com/sets/images/70738-1.jpg,99.99,119.99,149.99,119.99,Box,Retail
70739,Airjitzu_Kai_Flyer,2015,Ninjago,Airjitzu,46,1,http://images.brickset.com/sets/images/70739-1.jpg,7.99,9.99,12.99,9.99,Box_with_backing_card,Retail
70740,Airjitzu_Jay_Flyer,2015,Ninjago,Airjitzu,45,1,http://images.brickset.com/sets/images/70740-1.jpg,7.99,9.99,12.99,9.99,Box_with_backing_card,Retail
70741,Airjitzu_Cole_Flyer,2015,Ninjago,Airjitzu,47,1,http://images.brickset.com/sets/images/70741-1.jpg,7.99,9.99,12.99,9.99,Box_with_backing_card,Retail
70742,Airjitzu_Zane_Flyer,2015,Ninjago,Airjitzu,42,1,http://images.brickset.com/sets/images/70742-1.jpg,7.99,9.99,12.99,9.99,Box_with_backing_card,Retail
70743,Airjitzu_Morro_Flyer,2015,Ninjago,Airjitzu,46,1,http://images.brickset.com/sets/images/70743-1.jpg,7.99,9.99,12.99,9.99,Box_with_backing_card,Retail
70744,Airjitzu_Wrayth_Flyer,2015,Ninjago,Airjitzu,43,NA,http://images.brickset.com/sets/images/70744-1.jpg,7.99,9.99,12.99,9.99,Box_with_backing_card,Retail
70745,Anacondrai_Crusher,2015,Ninjago,,219,2,http://images.brickset.com/sets/images/70745-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
70746,Condrai_Copter_Attack,2015,Ninjago,,311,3,http://images.brickset.com/sets/images/70746-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
70747,Boulder_Blaster,2015,Ninjago,,236,3,http://images.brickset.com/sets/images/70747-1.jpg,24.99,29.99,39.99,34.99,Box,Retail
70748,Titanium_Dragon,2015,Ninjago,,360,3,http://images.brickset.com/sets/images/70748-1.jpg,34.99,39.99,49.99,39.99,Box,Retail
70749,Enter_the_Serpent,2015,Ninjago,,529,5,http://images.brickset.com/sets/images/70749-1.jpg,39.99,59.99,74.99,49.99,Box,Retail
70750,Ninja_DB_X,2015,Ninjago,,756,7,http://images.brickset.com/sets/images/70750-1.jpg,59.99,79.99,99.99,79.99,Box,Retail
70751,Temple_of_Airjitzu,2015,Ninjago,,2028,13,http://images.brickset.com/sets/images/70751-1.jpg,169.99,199.99,229.99,199.99,Box,LEGO_exclusive
70752,Jungle_Trap,2015,Ninjago,,58,2,http://images.brickset.com/sets/images/70752-1.jpg,5.99,6.99,8.99,6.99,Box,Retail
70753,Lava_Falls,2015,Ninjago,,94,2,http://images.brickset.com/sets/images/70753-1.jpg,7.99,7.99,9.99,9.99,Box,Retail
70754,ElectroMech,2015,Ninjago,,153,2,http://images.brickset.com/sets/images/70754-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
70755,Jungle_Raider_,2015,Ninjago,,188,2,http://images.brickset.com/sets/images/70755-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
70756,Dojo_Showdown,2015,Ninjago,,215,4,http://images.brickset.com/sets/images/70756-1.jpg,19.99,24.99,29.99,24.99,Box,Retail
70778,Protector_of_Jungle,2015,Bionicle,,64,NA,http://images.brickset.com/sets/images/70778-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
70779,Protector_of_Stone,2015,Bionicle,,73,NA,http://images.brickset.com/sets/images/70779-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
70780,Protector_of_Water,2015,Bionicle,,71,NA,http://images.brickset.com/sets/images/70780-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
70781,Protector_of_Earth,2015,Bionicle,,66,NA,http://images.brickset.com/sets/images/70781-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
70782,Protector_of_Ice,2015,Bionicle,,68,NA,http://images.brickset.com/sets/images/70782-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
70783,Protector_of_Fire,2015,Bionicle,,69,NA,http://images.brickset.com/sets/images/70783-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
70784,Lewa_-_Master_of_Jungle,2015,Bionicle,,85,NA,http://images.brickset.com/sets/images/70784-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
70785,Pohatu_-_Master_of_Stone,2015,Bionicle,,66,NA,http://images.brickset.com/sets/images/70785-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
70786,Gali_-_Master_of_Water,2015,Bionicle,,87,NA,http://images.brickset.com/sets/images/70786-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
70787,Tahu_-_Master_of_Fire,2015,Bionicle,,89,NA,http://images.brickset.com/sets/images/70787-1.jpg,14.99,19.99,24.99,19.99,Box,Retail
70788,Kopaka_-_Master_of_Ice,2015,Bionicle,,97,NA,http://images.brickset.com/sets/images/70788-1.jpg,14.99,19.99,24.99,19.99,Box,Retail
70789,Onua_-_Master_of_Earth,2015,Bionicle,,108,NA,http://images.brickset.com/sets/images/70789-1.jpg,14.99,19.99,24.99,19.99,Box,Retail
70790,Lord_of_Skull_Spiders,2015,Bionicle,,145,NA,http://images.brickset.com/sets/images/70790-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
70791,Skull_Warrior,2015,Bionicle,,NA,NA,http://images.brickset.com/sets/images/70791-1.jpg,12.99,14.99,17.99,14.99,Not_specified,Not_specified
70792,Skull_Slicer,2015,Bionicle,,NA,NA,http://images.brickset.com/sets/images/70792-1.jpg,12.99,14.99,17.99,14.99,Not_specified,Not_specified
70793,Skull_Basher,2015,Bionicle,,NA,NA,http://images.brickset.com/sets/images/70793-1.jpg,12.99,14.99,17.99,14.99,Not_specified,Not_specified
70794,Skull_Scorpio,2015,Bionicle,,NA,NA,http://images.brickset.com/sets/images/70794-1.jpg,12.99,14.99,17.99,14.99,Not_specified,Not_specified
70795,Mask_Maker_vs._Skull_Grinder,2015,Bionicle,,NA,NA,http://images.brickset.com/sets/images/70795-1.jpg,24.99,29.99,39.99,29.99,Not_specified,Not_specified
70817,Batman_&_Super_Angry_Kitty_Attack,2015,The_LEGO_Movie,,115,3,http://images.brickset.com/sets/images/70817-1.jpg,11.99,9.99,12.99,9.09,Box,Retail
70818,Double-Decker_Couch,2015,The_LEGO_Movie,,197,5,http://images.brickset.com/sets/images/70818-1.jpg,14.99,14.99,17.99,11.89,Box,Retail
70819,Bad_Cop_Car_Chase,2015,The_LEGO_Movie,,292,4,http://images.brickset.com/sets/images/70819-1.jpg,24.99,29.99,39.99,17.49,Box,Retail
71008,LEGO_Minifigures_-_Series_13_{Random_bag},2015,Collectable_Minifigures,Series_13,7,NA,http://images.brickset.com/sets/images/71008-0.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71008,Classic_King,2015,Collectable_Minifigures,Series_13,9,1,http://images.brickset.com/sets/images/71008-1.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Sheriff,2015,Collectable_Minifigures,Series_13,8,1,http://images.brickset.com/sets/images/71008-2.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Unicorn_Girl,2015,Collectable_Minifigures,Series_13,6,1,http://images.brickset.com/sets/images/71008-3.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Snake_Charmer,2015,Collectable_Minifigures,Series_13,7,1,http://images.brickset.com/sets/images/71008-4.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Goblin,2015,Collectable_Minifigures,Series_13,7,1,http://images.brickset.com/sets/images/71008-5.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Paleontologist,2015,Collectable_Minifigures,Series_13,7,1,http://images.brickset.com/sets/images/71008-6.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Alien_Trooper,2015,Collectable_Minifigures,Series_13,6,1,http://images.brickset.com/sets/images/71008-7.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Egyptian_Warrior,2015,Collectable_Minifigures,Series_13,7,1,http://images.brickset.com/sets/images/71008-8.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Carpenter,2015,Collectable_Minifigures,Series_13,7,1,http://images.brickset.com/sets/images/71008-9.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Evil_Wizard,2015,Collectable_Minifigures,Series_13,10,1,http://images.brickset.com/sets/images/71008-10.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Fencer,2015,Collectable_Minifigures,Series_13,6,1,http://images.brickset.com/sets/images/71008-11.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Samurai,2015,Collectable_Minifigures,Series_13,8,1,http://images.brickset.com/sets/images/71008-12.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71008,Disco_Diva,2015,Collectable_Minifigures,Series_13,8,1,http://images.brickset.com/sets/images/71008-13.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Hot_Dog_Man,2015,Collectable_Minifigures,Series_13,5,1,http://images.brickset.com/sets/images/71008-14.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Lady_Cyclops,2015,Collectable_Minifigures,Series_13,6,1,http://images.brickset.com/sets/images/71008-15.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,Galaxy_Trooper,2015,Collectable_Minifigures,Series_13,8,1,http://images.brickset.com/sets/images/71008-16.jpg,2.49,3.99,NA,NA,Foil_pack,Retail
71008,LEGO_Minifigures_-_Series_13_-_Complete,2015,Collectable_Minifigures,Series_13,115,16,http://images.brickset.com/sets/images/71008-17.jpg,NA,3.99,NA,NA,Not_specified,Not_specified
71008,LEGO_Minifigures_-_Series_13_-_Sealed_Box,2015,Collectable_Minifigures,Series_13,7,NA,http://images.brickset.com/sets/images/71008-18.jpg,2.49,3.99,3.99,2.99,Not_specified,Not_specified
71009,LEGO_Minifigures_-_The_Simpsons_Series_2_{Random_bag},2015,Collectable_Minifigures,The_Simpsons_series_2,NA,NA,http://images.brickset.com/sets/images/71009-0.jpg,NA,3.99,NA,NA,Not_specified,Not_specified
71009,Marge,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-1.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Dr_Hibbert,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-3.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Hans_Moleman,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-2.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Bart,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-4.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Groundskeeper_Willie,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-5.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Comic_Book_Guy,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-6.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Milhouse,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-7.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Edna_Krabappel,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-8.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Homer,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-9.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Smithers,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-10.jpg,NA,3.99,NA,NA,Foil_pack,Retail
71009,Maggie,2015,Collectable_Minifigures,The_Simpsons_series_2,NA,1,http://images.brickset.com/sets/images/71009-11.jpg,NA,3.99,NA,NA,Foil_pack,Retail
